original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,manual_sentiment
klimaschwindel,schwindel,"['schwindel', 'schwindels']",schwindel,m,"['klimaschwindel', 'klimaschwindels']","['Abzocke', 'Fraud', 'Betrug', 'Schwindelei', 'Lügengeschichte', 'Nepp', 'Aufschneiderei', 'Drehwurm', 'Machenschaft', 'Ammenmärchen', 'Anglerlatein', 'Karussell', 'Schwindel', 'Schmu', 'Jägerlatein', 'Unregelmäßigkeit', 'Gaunerei', 'krumme Tour', 'Märchen', 'Seemannsgarn', 'Erfindung', 'Bauernfängerei', 'Täuschung', 'Schummelei', 'Vertigo', 'Manipulation', 'Trickserei', 'Bluff', 'Münchhauseniade', 'Flunkerei', 'unlautere Handlung', 'Geflunker', 'Rosstäuscherei', 'Windei', 'Räuberpistole', 'Erdichtung', 'Münchhausiade', 'Beschmu']","['Prügel', 'Wumme', 'Bleispritze', 'Engelmacher', 'Pistole', 'Revolver', 'Meuchelpuffer', 'Ballermann', 'Schießprügel', 'Püster', 'Schießeisen', 'Schießknüppel', 'Colt', 'Knarre']","['Kampfgerät', 'Waffe']","['symptom', 'grounds', 'evidence', 'information', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein Taumelgefühl; ein Gefühl, dass man zu fallen droht', 'unregelmäßige und seltene oder schwierige Entleerung des Darms; kann ein Symptom für einen Darmverschluss oder eine Divertikulitis sein', 'der Akt der Täuschung', 'eine Schöpfung (eine neue Vorrichtung oder ein neues Verfahren), die das Ergebnis von Studien und Experimenten ist']",[],[],schwindel,schwindel,schwindel,schwindel,,,,,"['schwindel', 'schwindler']","['schwindel', 'schwindler']",negative
klimaschwindler,schwindler,"['schwindler', 'schwindlern', 'schwindlers']",schwindler,m,"['klimaschwindler', 'klimaschwindlern', 'klimaschwindlers']","['Flunkerer', 'Lügner', 'Scharlatan', 'Rosstäuscher', 'Abzocker', 'Schwindler', 'Windei', 'Hochstapler', 'Falschspieler', 'schwarzes Schaf', 'Lügenmaul', 'Lügenbold', 'Bauernfänger', 'Nepper', 'Betrüger']","['Schnute', 'Gosche', 'Gusche', 'Fresse', 'Klappe', 'Pappen', 'Schnauze', 'Mund', 'Gosch', 'Maul', 'Omme']","['Fresse', 'Omme', 'Schnute', 'Mund', 'Gosch', 'Maul', 'Schnauze', 'Klappe', 'Pappen', 'Gosche', 'Gusche']","['chiseler', 'gouger', 'defrauder', 'chiseller', 'grifter', 'swindler', 'scammer', 'slicker', 'cheat', 'trickster', 'deceiver', 'cheater', 'beguiler', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'chiseler', 'gouger', 'defrauder', 'chiseller', 'grifter', 'swindler', 'scammer', 'slicker', 'cheat', 'trickster', 'deceiver', 'cheater', 'beguiler', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Schwindler, der das Vertrauen seines Opfers ausnutzt', 'jemand, der dir etwas vorgaukelt, was nicht wahr ist', 'eine Person, die Sie durch Täuschung oder Betrug betrügt', 'jemand, der Lügen erzählt']",['betrüger'],['betrüger'],schwindl,schwindler,schwindler,schwindl,,,,,"['schwindler', 'schwindel']","['betrüger', 'schwindler', 'schwindel']",negative
klimaschänder,schänder,"['schändern', 'schänders', 'schänder']",schänder,m,"['klimaschändern', 'klimaschänders', 'klimaschänder']",[],[],[],,person,[],[],[],schand,schänder,schänder,schand,,,,,"['schänder', 'schändung']","['schänder', 'schändung']",negative
klimaschändung,schändung,"['schändung', 'schändungen']",schändung,f,"['klimaschändung', 'klimaschändungen']","['Entehrung', 'Schmähung', 'Rufschädigung', 'Schändung', 'Verunehrung']",[],[],"['abuse', 'insult', 'vilification', 'revilement', 'contumely', 'discourtesy', 'disrespect', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['beleidigende oder giftige Sprache, die verwendet wird, um Vorwürfe oder Tadel oder bitteren, tief sitzenden Groll auszudrücken']",[],[],schandung,schändung,schändung,schandung,,,,,"['schändung', 'schänder']","['schändung', 'schänder']",negative
klimasekte,sekte,"['sekte', 'sekten']",sekte,f,"['klimasekte', 'klimasekten']","['Ketzertum', 'Häresie', 'Irrlehre', 'Sekte', 'Irrglaube', 'Ketzerei', 'Heterodoxie']",[],[],"['content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein Glaube, der die orthodoxen Lehren einer Religion ablehnt']",[],[],sek,sekt,sekt,sekt,,,,,"['sekte', 'sektierer']","['sekte', 'sektierer']",negative
klimasektierer,sektierer,"['sektierers', 'sektierern', 'sektierer']",sektierer,m,"['klimasektierers', 'klimasektierern', 'klimasektierer']","['Sektierer', 'Dissident', 'Irrgläubiger', 'Deviationist', 'Häretiker', 'Ketzer', 'Separatist', 'Abtrünniger', 'Abweichler', 'Andersdenkender', 'Renegat', 'Abgefallener', 'anders Denkender', 'Apostat', 'Sonderbündler']","['Diplomat', 'irgendjemand', 'diplomatischer Vertreter', 'Repräsentant', 'Konsul', 'jeder beliebige', 'Botschafter', 'Missionschef', 'jemand', 'Auslandsvertreter', 'Geschäftsträger']","['jemand', 'irgendjemand', 'jeder beliebige', 'jemand', 'irgendjemand', 'jeder beliebige']","['bigot', 'partisan', 'zealot', 'drumbeater', 'advocate', 'advocator', 'proponent', 'exponent', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'bigot', 'partisan', 'zealot', 'drumbeater', 'advocate', 'advocator', 'proponent', 'exponent', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Mitglied einer Sekte', 'eine Person, die religiöse Überzeugungen vertritt, die dem Dogma der römisch-katholischen Kirche widersprechen']",[],['anbeter'],sektier,sektier,sekty,sekti,,,,,"['sektierer', 'sekte']","['anbeter', 'sektierer', 'sekte']",neutral
klimashow,show,"['show', 'shows']",show,f,"['klimashow', 'klimashows']","['Live-Gig', 'Gig', 'Auftritt', 'Live Event', 'Live-Veranstaltung', 'Liveact', 'Show', 'Live-Entertainment', 'Angeberei', 'Theater', 'Verstellung', 'Schauspielerei', 'Live-Auftritt', 'Live-Act']","['Fest', 'Vergnügung', 'Veranstaltung', 'Ergötzlichkeit', 'Kurzweil', 'Darbietung', 'Unterhaltung', 'Vorstellung', 'Entertainment', 'Amüsement', 'Event', 'Lustbarkeit', '(künstlerische) Darbietung', 'Vergnügen', 'Belustigung', 'Erheiterung']","['Versuch', 'Vorsatz', 'Unternehmung', 'Rastlosigkeit', 'Beweglichkeit', 'Regsamkeit', 'Betriebsamkeit', 'Unternehmungsgeist', 'Umtrieb', 'Rührigkeit', 'Geschäftigkeit', 'Aktivität', 'Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis']","['booking', 'engagement', 'work', 'employment', 'line', 'job', 'occupation', 'business', 'line of work', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['eine Buchung für Musiker', 'eine gesellschaftliche Veranstaltung mit einer öffentlichen Aufführung oder Unterhaltung']",[],"['kabarett', 'kontroverse', 'krieg', 'zirkus']",show,show,show,show,,,,,,"['kabarett', 'kontroverse', 'krieg', 'zirkus']",neutral
klimaskepsis,skepsis,['skepsis'],skepsis,f,['klimaskepsis'],"['Ungläubigkeit', 'Skepsis', 'Argwohn', 'Unglaube', 'Misstrauen', 'Unglauben', 'Zweifel']","['Geisteszustand', 'Geistesverfassung']","['Geistesverfassung', 'Geisteszustand']","['doubtfulness', 'uncertainty', 'doubt', 'dubiousness', 'dubiety', 'incertitude', 'cognitive state', 'state of mind', 'psychological condition', 'psychological state', 'mental state', 'mental condition', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['Zweifel an der Wahrheit von etwas'],[],[],skepsi,skepsi,skeps,skepsis,,,,,,[],negative
klimaskeptiker,skeptiker,"['skeptiker', 'skeptikern', 'skeptikers']",skeptiker,m,"['klimaskeptiker', 'klimaskeptikern', 'klimaskeptikers']","['Spielverderber', 'Pessimist', 'Defätist', 'Defaitist', 'Bremser', 'Skeptiker', 'Schwarzmaler', 'Bedenkenträger', 'Unheilsprophet', 'Schwarzseher', 'Unkenrufer', 'Zweifler']",[],[],"['intellect', 'intellectual', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'intellect', 'intellectual', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der gewohnheitsmäßig an akzeptierten Überzeugungen zweifelt']",['bremser'],['bremser'],skeptik,skeptik,skeptik,skeptik,,,,,"['skeptiker', 'skeptikerin']","['bremser', 'skeptiker', 'skeptikerin']",negative
klimaskeptikerin,skeptikerin,"['skeptikerin', 'skeptikerinnen']",skeptikerin,f,"['klimaskeptikerin', 'klimaskeptikerinnen']",[],[],[],,person,[],[],[],skeptikeri,skeptikerin,skeptikerin,skeptikerin,,,,,"['skeptikerin', 'skeptiker']","['skeptikerin', 'skeptiker']",negative
klimaskeptizismus,skeptizismus,['skeptizismus'],skeptizismus,m,['klimaskeptizismus'],[],[],[],,abstraction,[],[],[],skeptizismu,skeptizismu,skeptizism,skeptizismus,,,,,,[],negative
klimasozialismus,sozialismus,"['sozialismen', 'sozialismus']",sozialismus,m,"['klimasozialismen', 'klimasozialismus']","['Stalinismus', 'Bolschewismus', 'Marxismus-Leninismus', 'Maoismus', 'Sozialismus', 'Kommunismus']","['Ideenlehre', 'Ideologie']","['Ideologie', 'Ideenlehre']","['political orientation', 'political theory', 'ideology', 'orientation', 'attitude', 'mental attitude', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine politische Theorie, die den Kollektivismus in einer klassenlosen Gesellschaft befürwortet']",[],[],sozialismu,sozialismu,sozialism,sozialismus,,,,,,[],negative
klimaspinner,spinner,"['spinners', 'spinnern', 'spinner']",spinner,m,"['klimaspinners', 'klimaspinnern', 'klimaspinner']","['Spinner', 'seltsamer Heiliger', 'Sonderling', 'wunderlicher Kauz', 'Wahnsinnsknabe', 'Verrückter']",[],[],"['lunatic', 'maniac', 'madman', 'diseased person', 'sick person', 'sufferer', 'unfortunate person', 'unfortunate', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'lunatic', 'maniac', 'madman', 'diseased person', 'sick person', 'sufferer', 'unfortunate person', 'unfortunate', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der geistesgestört und möglicherweise gefährlich ist', 'jemand, der unangenehm seltsam oder exzentrisch ist']",[],[],spinn,spinner,spin,spinn,,,,,,[],negative
klimastaat,staat,"['staates', 'stäten', 'stäte', 'staat', 'staate', 'staaten', 'staats']",staat,m,"['klimastaates', 'klimastäten', 'klimastäte', 'klimastaat', 'klimastaate', 'klimastaaten', 'klimastaats']","['Nationalstaat', 'Staat', 'Nation', 'Land']","['Herrschaften', 'liebe Leute', 'Leute', 'Freunde']","['Gruppierung', 'Clusterung', 'Bündelung']","['people', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die Menschen, die in einer Nation oder einem Land leben']",[],['vatikan'],staa,staat,sta,staat,,,,,,['vatikan'],neutral
klimastopp,stopp,"['stopp', 'stopps']",stopp,m,"['klimastopp', 'klimastopps']","['Karenz', 'Unterbruch', 'Tätigkeitsunterbrechung', 'Stopp', 'Pause', 'Auszeit', 'Unterbrechung', 'Time-out', 'Unterlass']",[],[],"['unregularity', 'irregularity', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die Eigenschaft, unterbrochen zu sein; einer Unterbrechung oder periodischen Unterbrechung zu unterliegen']",[],[],stopp,stopp,stop,stopp,,,,,,[],negative
klimastreit,streit,"['streites', 'streit', 'streits', 'streiten', 'streite']",streit,m,"['klimastreites', 'klimastreit', 'klimastreits', 'klimastreiten', 'klimastreite']","['Zankerei', 'Ärger', 'Streiterei', 'Kacke ist am dampfen', 'Hickhack', 'Stress', 'Konflikt', 'Krach', 'Zank', 'Differenzen', 'Querelen', 'Hakelei', 'Rangelei', 'Unmut', 'Zoff', 'Konflikte', 'Streit', 'Misshelligkeiten', 'Klinsch', 'Ärgerlichkeiten', 'Verdrießlichkeiten', 'Theater', 'Auseinandersetzung', 'Wickel', 'Zerwürfnis', 'Hader', 'Geplänkel', 'Schererei', 'Zwist', 'Gerangel', 'Stunk', 'Knatsch', 'Clinch', 'Scharmützel', 'Fehde', 'Huddel', 'Trouble', 'Kontroverse', 'Streitigkeit', 'Probleme', 'Zwistigkeit']","['Diskussion', 'Gespräch', 'Unterredung', 'Wortwechsel', 'Zwiesprache', 'Unterhaltung', 'Zwiegespräch', 'Gedankenaustausch', 'Austausch', 'Konversation', 'Aussprache', 'Dialog']","['Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis', 'Verständigung', 'Austausch', 'Kommunikation']","['tilt', 'contention', 'disceptation', 'argument', 'contestation', 'controversy', 'arguing', 'disputation', 'conflict', 'difference', 'dispute', 'difference of opinion', 'disagreement', 'speech act', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Zustand der Opposition zwischen Personen, Ideen oder Interessen.', 'Ordnungswidriger Kampf', 'Dialog mit großer Nicht-Übereinstimmung.']",[],[],strei,streit,streit,streit,"['streit', 'streiter']",,,"['streit', 'streiter']","['streit', 'streiter']","['streit', 'streiter', 'streit', 'streiter']",negative
klimastreiter,streiter,"['streiter', 'streiters', 'streitern']",streiter,m,"['klimastreiter', 'klimastreiters', 'klimastreitern']","['Kämpfer', 'Kämpe', 'Streiter', 'Soldat', 'Krieger']",[],[],"['disputant', 'eristic', 'controversialist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'disputant', 'eristic', 'controversialist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Streitender, der sich streitet']",['krieger'],['krieger'],strei,streiter,streiter,streit,"['streit', 'streiter']",,,"['streit', 'streiter']","['streiter', 'streit']","['krieger', 'streit', 'streiter', 'streiter', 'streit']",negative
klimataliban,taliban,"['talibans', 'taliban']",taliban,m,"['klimatalibans', 'klimataliban']",[],[],[],,group,[],[],[],taliba,taliban,talib,taliban,,,,,,[],negative
klimateppich,teppich,"['teppichs', 'teppiche', 'teppich', 'teppichen']",teppich,m,"['klimateppichs', 'klimateppiche', 'klimateppich', 'klimateppichen']","['Auslegeware', 'Knüpfwerk', 'Teppich']",[],[],"['natural object', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,"['ein natürlicher Gegenstand, der einem Teppich ähnelt oder diesen suggeriert']",[],[],teppich,teppich,teppich,teppich,,,,,,[],neutral
klimateufel,teufel,"['teufeln', 'teufels', 'teufel']",teufel,m,"['klimateufeln', 'klimateufels', 'klimateufel']","['Satan', 'Teufel', 'Unmensch', 'Luzifer', 'Scheusal', 'Fürst der Finsternis', 'Bestie', 'Leibhaftige', 'Bestie in Menschengestalt', '666', 'Mephistopheles', 'Gottseibeiuns', 'Monster', 'Antichrist', 'Ungeheuer', 'Beelzebub', 'Düvel', 'Dämon', 'Mephisto', 'große Tier', 'Deibel', 'Bluthund', 'Diabolo']",[],[],"['assailant', 'attacker', 'aggressor', 'assaulter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'assailant', 'attacker', 'aggressor', 'assaulter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine grausam raubgierige Person', 'Feuerzeug, bestehend aus einem dünnen Stück Holz oder Pappe, das mit einer brennbaren Chemikalie bestückt ist; entzündet sich durch Reibung']",['monster'],['monster'],teufel,teufel,teufel,teufel,,,,,,['monster'],negative
klimatheater,theater,"['theatern', 'theaters', 'theater']",theater,n,"['klimatheatern', 'klimatheaters', 'klimatheater']","['Aufriss', 'Ärger', 'Haupt- und Staatsaktion', 'Show', 'Kacke ist am dampfen', 'Gemach', 'Tumult', 'Furore', 'Stress', 'Gesums', 'Schauspielhaus', 'Affentheater', 'Wirbel', 'Krach', 'Schauspiel', 'Aufstand', 'Fisimatenten', 'Schauspielerei', 'Aufsehen', 'Getrommel', 'Sperenzchen', 'Rabatz', 'Theaterdonner', 'Unmut', 'Federlesen', 'Aufhebens', 'Schmierentheater', 'Hype', 'Terz', 'Misshelligkeiten', 'Konflikte', 'Streit', 'Ärgerlichkeiten', 'Krawall', 'Welle', 'Verdrießlichkeiten', 'Possenspiel', 'Sturm im Wasserglas', 'Theater', 'Verstellung', 'Hysterie', 'Geschiss', 'Gehabe', 'Schmierenkomödie', 'Unruhe', 'Trara', 'Spektakel', 'Buhei', 'Getöse', 'Geschichten', 'Schererei', 'Bohei', 'Zicken', 'Angeberei', 'Musentempel', 'Rummel', 'Aufregung', 'Aufruhr', 'Tamtam', 'Lärm', 'Aufgeregtheit', 'Huddel', 'Trouble', 'Kasperletheater', 'Affenkomödie', 'Randale', 'Schaumschlägerei', 'Probleme', 'Getue']","['Komödie', 'Rezeption', 'Lesen', 'Lustspiel', 'Durcharbeiten', 'Schlagzeug', 'Dröhnen', 'Agitation', 'Drumset', 'Lektüre', 'Brausen', 'Perkussion', 'Donner', 'Hetze']","['Dröhnen', 'Brausen', 'Donner', 'Rezeption', 'Lektüre', 'Durcharbeiten', 'Lesen', 'Drumset', 'Schlagzeug', 'Perkussion', 'Lustspiel', 'Komödie', 'Hetze', 'Agitation']","['scrap', 'fight', 'combat', 'fighting', 'conflict', 'struggle', 'battle', 'group action', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Ordnungswidriger Kampf', 'ein verwirrtes oder nervöses und aufgeregtes Gemüt', 'gekennzeichnet durch Nervosität und schnelles Erschrecken', 'schelmisches oder hinterlistiges Verhalten', None, 'etwas oder jemand, der Angst verursacht; eine Quelle des Unglücklichseins', 'eine gesellschaftliche Veranstaltung mit einer öffentlichen Aufführung oder Unterhaltung', 'ein Gebäude, in dem Theatervorstellungen oder Filmvorführungen stattfinden können']",[],[],thea,theater,the,theat,,,,,,[],neutral
klimatheologie,theologie,"['theologie', 'theologien']",theologie,f,"['klimatheologie', 'klimatheologien']","['Theologie', 'Religionswissenschaft', 'Gottesgelehrtheit']","['Haltung', 'Zucht', 'Aufzucht']","['Zucht', 'Haltung', 'Aufzucht']","['subject', 'field', 'study', 'discipline', 'bailiwick', 'subject area', 'field of study', 'subject field', 'domain', 'knowledge base', 'knowledge domain', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,['das rationale und systematische Studium der Religion und ihrer Einflüsse sowie des Wesens der religiösen Wahrheit'],[],[],theologie,theologi,theolog,theologi,,,,,,[],neutral
klimatod,tod,"['toden', 'todes', 'tods', 'tode', 'tod']",tod,m,"['klimatoden', 'klimatodes', 'klimatods', 'klimatode', 'klimatod']","['Freund Hein', 'Abschied', 'Exitus', 'Ableben', 'Todbringer', 'Terminalphase', 'Knochenmann', 'Lebensende', 'Abberufung', 'Tod', 'Hein', 'Gevatter Tod', 'Sterben', 'Gevatter', 'Versterben', 'Hinschied', 'Thanatos', 'Boandlkramer', 'Boandl', 'Sensenmann', 'Schnitter', 'Boanlkramer', 'Boanl']","['Rückgeld', 'Kleingeld', 'Wechselgeld']","['Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis']","['sack', 'release', 'sacking', 'liberation', 'discharge', 'firing', 'dismission', 'dismissal', 'conclusion', 'ending', 'termination', 'change of state', 'change', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Entlassung aus dem Amt', 'das Ereignis des Sterbens oder des Ausscheidens aus dem Leben']",[],[],tod,tod,tod,tod,,,,,,[],negative
klimatrash,trash,"['trash', 'trashs']",trash,m,"['klimatrash', 'klimatrashs']","['Kitsch', 'Ramsch', 'Schund', 'geschmackloser Gegenstand', 'Trash']",[],[],"['ragtag and bobtail', 'rabble', 'riffraff', 'ragtag', 'folk', 'folks', 'common people', 'people', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",abstraction,['wertlose Menschen'],[],[],trash,trash,trash,trash,,,,,,[],negative
klimatraumatisierung,traumatisierung,"['traumatisierung', 'traumatisierungen']",traumatisierung,f,"['klimatraumatisierung', 'klimatraumatisierungen']",[],[],[],,action,[],[],[],traumatisierung,traumatisierung,traumatisierung,traumatisier,,,,,,[],negative
klimatrip,trip,"['trip', 'trips']",trip,m,"['klimatrip', 'klimatrips']","['Tour', 'Spritzfahrt', 'Trip', 'kurze Reise', 'Ausflug', 'Spritztour']","['besteigen', 'rittlings sitzen', 'reiten']","['Anfahrt', 'Anfahrtsweg']","['drive', 'ride', 'journey', 'journeying', 'travel', 'traveling', 'travelling', 'movement', 'move', 'motion', 'change', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['eine Fahrt in einem Auto, die nur zum Vergnügen unternommen wird']",[],[],trip,trip,trip,trip,,,,,,[],neutral
klimatyrannei,tyrannei,"['tyranneien', 'tyrannei']",tyrannei,f,"['klimatyranneien', 'klimatyrannei']","['Tyrannei', 'Diktatur', 'Schreckensherrschaft', 'Tyrannis', 'Terror', 'Zwangsherrschaft', 'Willkürherrschaft', 'Absolutismus', 'Despotie', 'Gewaltherrschaft', 'Despotismus']","['Alleinherrschaft', 'Autokratie']","['Autokratie', 'Alleinherrschaft']","['control', 'dominance', 'ascendence', 'ascendency', 'ascendance', 'ascendancy', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['Herrschaft durch Androhung von Strafe und Gewalt'],['diktatur'],['diktatur'],tyrannei,tyrannei,tyranne,tyrannei,,,,,,['diktatur'],negative
klimaunfug,unfug,"['unfug', 'unfugs']",unfug,m,"['klimaunfug', 'klimaunfugs']","['Bullshit', 'Heckmeck', 'Blödsinn', 'Schmarren', 'Gelaber', 'Kohl', 'Quark', 'Schmonzes', 'Käse', 'Krampf', 'Schmu', 'Quatsch mit Soße', 'Blech', 'Mumpitz', 'Sottise', 'Stuss', 'geistiger Dünnschiss', 'Scheiße', 'Unfug', 'Pipifax', 'Schmarrn', 'Gefasel', 'Kokolores', 'dümmliches Gerede', 'Nonsense', 'Kappes', 'geistiger Durchfall', 'Geschwafel', 'Schwachsinn', 'Schwachfug', 'gequirlte Scheiße', 'Kiki', 'Schmäh', 'Gewäsch', 'Driss', 'Firlefanz', 'Widersinn', 'Humbug', 'Tinnef', 'Bockmist', 'Fez', 'dummes Zeug', 'saudummes Zeug', 'Pillepalle', 'Mist', 'Scheiß', 'Papperlapapp', 'Unsinn', 'Nonsens', 'Quatsch']","['Gelaber', 'leere Worte', 'Geschwalle', 'Luftblasen', 'leeres Gerede', 'Geblubber', 'langweilige Rede', 'warme Worte', 'Geschwätz', 'hohle Phrasen', 'Gefasel', 'Schein-Tiefsinn', 'Geschwafel', 'Schmus', 'Sermon', 'Gewäsch', 'Geplänkel', 'dummes Zeug', 'Geseire', 'Blabla', 'Gerede', 'Geschwurbel', 'Gemunkel']","['Tiefe', 'Tiefsinn']","['garbage', 'drivel', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,['unsinniges Gerede oder Schreiben'],"['blödsinn', 'käse', 'quatsch', 'unsinn']","['blödsinn', 'gefasel', 'käse', 'quatsch', 'unsinn']",unfug,unfug,unfug,unfug,,,,,,"['blödsinn', 'gefasel', 'käse', 'quatsch', 'unsinn']",negative
klimaunfähigkeit,unfähigkeit,"['unfähigkeit', 'unfähigkeiten']",unfähigkeit,f,"['klimaunfähigkeit', 'klimaunfähigkeiten']","['Untauglichkeit', 'Unfähigkeit', 'Ignoranz', 'Dilettantismus', 'Unvermögen', 'Dummheit', 'Trotteligkeit', 'Stümperhaftigkeit', 'Beknacktheit', 'Doofheit', 'Impotenz', 'Trottligkeit', 'Unwissenheit', 'Inkompetenz', 'Beklopptheit', 'Blödheit']","['Kenntnisstand', 'Wissensstand', 'Horizont', 'Wissen', 'Kenntnis', 'Kenne', 'Fähigkeit', 'Kompetenz', 'Rüstzeug', 'Know-how', 'Techne', 'Sachverstand', 'Sachkenntnis', 'Können', 'Ahnung', 'Sachkunde', 'Expertise']","['Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand', 'Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand']","['inaptitude', 'inability', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Mangel an Entwicklungsmöglichkeiten', 'das Fehlen der Fähigkeit zur Leistung', 'die Eigenschaft, nicht geeignet zu sein']",[],[],unfahigkei,unfähigkeit,unfähigkeit,unfah,,,,,,[],negative
klimaungerechtigkeit,ungerechtigkeit,"['ungerechtigkeit', 'ungerechtigkeiten']",ungerechtigkeit,f,"['klimaungerechtigkeit', 'klimaungerechtigkeiten']","['Einseitigkeit', 'Gesetzwidrigkeit', 'Diskriminierung', 'Rechtswidrigkeit', 'Ungerechtigkeit', 'Tort', 'Unrecht']",[],[],"['wrongdoing', 'misconduct', 'wrongful conduct', 'actus reus', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['eine ungerechte Handlung', 'unangemessenes Verhalten']",[],[],ungerechtigkei,ungerechtigkeit,ungerechtigkeit,ungerecht,,,,,"['ungerechtigkeit', 'gerechtigkeit']","['ungerechtigkeit', 'gerechtigkeit']",negative
